1234567890
QWERTYUIOPASDFGHJKLZXCVBNM
qwertyuiopasdfghjklzxcvbnm
~!@#$%^&*()_+|-=\{}:’"<>?[];',./ ©△○□★☆⊙∞
■◆◇◎♣♧♡♥◈※→↑ ▲▼

English 한국어 日本語 繁體中文 ภาษาไทย 


夜, 念, 富, 止
key	_대분류	_소분류	_번역 안됨	en_US	ko_KR	ja_JP	zh_TW	th_TH	_스킬(영어원문 / 지우면 안됨)	_스킬(일어원문 / 지우면 안됨)	_스킬(중국어원문 / 지우면 안됨)	_스킬(태국어원문 / 지우면 안됨)	_비고2	1
13008			FALSE	Takes {0}% of max HP damage each turn. Burn damage ignores DEF.	매 턴마다 최대 HP {0}%의 피해를 입습니다. 화상의 피해는 DEF를 무시합니다.	毎ターン最大HP{0}%のダメージを受けます。火傷のダメージはDEFを無視します。	每回合受到最大HP {0}%的傷害。燒傷傷害無視DEF。	รับความเสียหาย {0}% ของ HP สูงสุดทุกเทิร์น ความเสียหายจากไฟไหม้จะเพิกเฉย DEF						
13009			FALSE	Put a Guardian to sleep and make it unable to attack or use skills. The sleeping Guardian will awake after being attacked or getting any damage.	잠들어서 공격과 스킬을 사용할 수 없는 상태가 되며, 직접 피격 당하거나, 피해 효과를 입으면 즉시 깨어납니다.	眠って攻撃やスキルが使えない状態になり、攻撃を受けたりダメージを受けると即座に解除されます。	睡眠狀態，無法攻擊或使用技能，受到直接攻擊力或傷害效果時會立即解除。	ติดหลับ ไม่สามารถโจมตีหรือใช้สกิลได้ และจะตื่นเมื่อถูกโจมตีหรือได้รับความเสียหาย						
13010			FALSE	Decrease ATK by {0}%.	자신의 ATK 스탯이 {0}% 감소합니다.	自身のATKが{0}%減少します。	自身攻擊力降低 {0}%。	ลดค่าสถานะพลังโจมตีของตัวเอง {0}%						
13011			FALSE	Decrease CRIT by {0}%.	자신의 CRIT 스탯이 {0}% 감소합니다.	自身のCRIT率が{0}%減少します。	自身爆擊率降低 {0}%。	ลดค่าสถานะโอกาสคริติคอลของตัวเอง {0}%						
13012			FALSE	Decrease DEF by {0}%.	자신의 DEF 스탯이 {0}% 감소합니다.	自身のDEFが{0}%減少します。	自身防禦力降低 {0}%。	ลดค่าสถานะพลังป้องกันของตัวเอง {0}%						
13013			FALSE	Remove Recovery from a Guardian and block healing on the Guardian.	부여된 회복 효과를 제거하며, 이후에도 HP을 회복할 수 없는 상태가 됩니다.	付与された回復効果を解除し、以後HPを回復できない状態になります。	移除賦予的恢復效果，並進入無法恢復生命值狀態。	ลบเอฟเฟกต์ฟื้นฟู และเข้าสู่สถานะไม่สามารถฟื้นฟู พลังชีวิต ได้						
13014			FALSE	"The opponent can only select the provocation target when using normal attacks and skills.
Damage to the target of provocation is reduced by 30% when hit.
"	상대방은 일반 공격과 스킬 사용 시 도발 대상만 선택할 수 있습니다. 도발 대상은 피격 시 피해량이 30% 감소됩니다.	敵は通常攻撃およびスキル使用時に挑発対象しか選択できません。挑発対象は被ダメージが30%減少します。	敵方在使用普通攻擊力和技能時只能選擇嘲諷目標，嘲諷目標受到的傷害降低30%。	ศัตรูสามารถเลือกโจมตีได้เฉพาะเป้าหมายที่ติดล่อเป้า และเป้าหมายที่ติดล่อเป้าจะได้รับความเสียหายลดลง 30%						
13015			FALSE	Using a skill other than the one with the applied effect will temporarily disable the use of all skills.	효과가 적용된 스킬 이외 일시적으로 스킬을 사용할 수 없는 상태가 됩니다.	効果が適用されたスキル以外は一時的に使用できない状態になります。	除了已應用效果的技能外，暫時無法使用其他技能。	ไม่สามารถใช้สกิลอื่น ๆ ได้ชั่วคราว ยกเว้นสกิลที่มีเอฟเฟกต์ใช้งานอยู่						
13016			FALSE	Takes {0}% of max HP damage each turn. Poison damage ignores DEF.	매 턴마다 최대 HP {0}%의 피해를 입습니다. 중독의 피해는 DEF를 무시합니다.	毎ターン最大HP{0}%のダメージを受けます。毒のダメージはDEFを無視します。	每回合受到最大HP {0}%的傷害。中毒傷害無視DEF。	รับความเสียหาย {0}% ของ HP สูงสุดทุกเทิร์น ความเสียหายจากพิษจะเพิกเฉย DEF						
14000	튜토리얼	완료 팝업 제목	FALSE	Tutorial Completion Reward	튜토리얼 완료 보상	チュートリアル完了報酬	教學完成獎勵	รางวัลเมื่อจบบทช่วยสอน						
14001	1막	1	FALSE	Match the blocks that power the Guardians and conquer your enemies.	"가디언의 동력인 블록들을 맞춰
적들을 공격해봅시다."	"ガーディアンの動力源であるブロックを揃えて
敵を攻撃してみましょう。"	"配對作為守護者動力的方塊
來攻擊敵人吧。"	"จับคู่บล็อกที่เป็นพลังของการ์เดียน
เพื่อโจมตีศัตรูกันเถอะ"						
14002		2	FALSE	Try to align the blocks horizontally.	가로 방향으로 블록을 맞춰보세요.	横方向にブロックを揃えてみてください。	請嘗試水平配對方塊。	ลองจับคู่บล็อกในแนวนอน						
14003		3	FALSE	Try to align the blocks vertically.	세로 방향으로 블록을 맞춰보세요.	縦方向にブロックを揃えてみてください。	請嘗試垂直配對方塊。	ลองจับคู่บล็อกในแนวตั้ง						
14004		4	FALSE	"Warning!
Enemy attack incoming!!"	"조심하세요!
적이 공격해 옵니다!!"	"気をつけて！
敵が攻撃してきます！！"	"小心！
敵人要攻擊了！！"	"ระวัง!
ศัตรูกำลังจะโจมตี!!"						
14005		5	FALSE	When the enemy's turn becomes <color=#FFFF00>0</color>, they will <color=#FFFF00>ATTACK</color>, so make the best of your turns and fight strategically!	"적의 턴이 <color=#FFFF00>0</color>이 되면 <color=#FFFF00>공격</color>해오니,
턴을 잘 활용해 전략적으로 싸워보세요!"	"敵のターンが<color=#FFFF00>0</color>になると<color=#FFFF00>攻撃</color>してくるので、
ターンを上手く活用して戦略的に戦ってみてください！"	"當敵人的回合變成<color=#FFFF00>0</color>時就會<color=#FFFF00>攻擊</color>，
善用回合數進行戰略性戰鬥吧！"	"เมื่อเทิร์นศัตรูเป็น<color=#FFFF00>0</color>จะ<color=#FFFF00>โจมตี</color>มา
ใช้เทิร์นให้เป็นประโยชน์และต่อสู้อย่างมียุทธศาสตร์!"						
14006		6	FALSE	Now, line up four blocks to create a <color=#FFFF00>ROCKET BLOCK</color>.	"이번에는 4개의 블록을 일렬로 맞춰
<color=#FFFF00>로켓 블록</color>을 만들어 보세요."	"今度は4個のブロックを一列に揃えて
<color=#FFFF00>ロケットブロック</color>を作ってみてください。"	"這次請將4個方塊排成一列
製作<color=#FFFF00>火箭方塊</color>。"	"ครั้งนี้ลองจัด 4 บล็อกในแถวเดียว
เพื่อสร้าง<color=#FFFF00>บล็อกจรวด</color>"						
14007		7	FALSE	<color=#FFFF00>ROCKET BLOCK</color> destroys all normal blocks in the matching direction when activated.	<color=#FFFF00>로켓 블록</color>은 생성 시 매칭된 방향으로 존재하는 모든 일반 블록들을 없애 줍니다.	<color=#FFFF00>ロケットブロック</color>は生成時にマッチした方向に存在するすべての通常ブロックを消してくれます。	<color=#FFFF00>火箭方塊</color>會在生成時消除配對方向上的所有普通方塊。	<color=#FFFF00>บล็อกจรวด</color>จะกำจัดบล็อกธรรมดาทั้งหมดในทิศทางที่จับคู่เมื่อสร้างขึ้น						
14008		8	FALSE	Match 5 blocks to create a <color=#FFFF00>BOMB BLOCK</color>.	"5개의 블록을 맞춰
<color=#FFFF00>폭탄 블록</color>을 만들어 보세요."	"5個のブロックを揃えて
<color=#FFFF00>爆弾ブロック</color>を作ってみてください。"	"配對5個方塊
製作<color=#FFFF00>炸彈方塊</color>。"	"จับคู่ 5 บล็อก
เพื่อสร้าง<color=#FFFF00>บล็อกระเบิด</color>"						
14009		9	FALSE	Made of five blocks in the shape of an L or T, the <color=#FFFF00>BOMB BLOCK</color> explodes and destroys all surrounding blocks.	L 또는 T 형태의 5개 블록으로 만들어진 <color=#FFFF00>폭탄 블록</color>은 폭발하며 주변에 존재하는 모든 블록들을 없애 줍니다.	LまたはT字型の5個のブロックで作られた<color=#FFFF00>爆弾ブロック</color>は爆発して周囲にあるすべてのブロックを消してくれます。	由L或T形狀的5個方塊製成的<color=#FFFF00>炸彈方塊</color>會爆炸並消除周圍的所有方塊。	<color=#FFFF00>บล็อกระเบิด</color>ที่สร้างจาก 5 บล็อกรูปตัว L หรือ T จะระเบิดและกำจัดบล็อกทั้งหมดรอบๆ						
14010		10	FALSE	This time, try to make a <color=#FFFF00>RAINBOW BLOCK</color> by aligning 5 blocks in a row.	이번에는 일렬로 5개의 블록을 맞춰 <color=#FFFF00>무지개 블록</color>을 만들어 보세요.	今度は一列に5個のブロックを揃えて<color=#FFFF00>レインボーブロック</color>を作ってみてください。	這次請將5個方塊排成一列製作<color=#FFFF00>彩虹方塊</color>。	ครั้งนี้ลองจัด 5 บล็อกในแถวเดียวเพื่อสร้าง<color=#FFFF00>บล็อกสายรุ้ง</color>						
14011		11	FALSE	"What an epic battle! 
I can't wait to see you in the next battle."	"정말 멋진 전투였어요!
다음 전투에서도 뛰어난 활약 기대할게요."	本当に素晴らしい戦闘でした！次の戦闘でも素晴らしい活躍を期待しています。	真是場精彩的戰鬥！期待您在下次戰鬥中也有出色表現。	การต่อสู้ที่ยอดเยี่ยมมาก! รอดูการแสดงที่ยอดเยี่ยมในการต่อสู้ครั้งต่อไป						
14012	2막	1	FALSE	Here you can buy various items. You can get Guardians from gacha capsules.	"여기서는 다양한 아이템을 구매할 수 있어요.
캡슐을 구매하여 가디언을 얻을 수 있습니다."	ここでは様々なアイテムを購入できます。カプセルを購入してガーディアンを手に入れることができます。	在這裡可以購買各種道具。購買膠囊可以獲得守護者。	ที่นี่สามารถซื้อไอเท็มต่างๆ ได้ ซื้อแคปซูลเพื่อรับการ์เดียน						
14013		2	FALSE	Since it's your first summon, I'll give you a capsule for free!	첫 소환이니 제가 캡슐을 무료로 드릴게요!	初回召喚なので、カプセルを無料で差し上げます！	由於是第一次召喚，我免費送您一個膠囊！	เนื่องจากเป็นการเรียกครั้งแรก ฉันจะให้แคปซูลฟรีค่ะ！						
14014		3	FALSE	Summon a Guardian by pressing the button!	버튼을 눌러 가디언을 소환해보세요!	ボタンを押してガーディアンを召喚してみてください！	按下按鈕召喚守護者！	กดปุ่มเพื่อเรียกการ์เดียน!						
14015		4	FALSE	I'll give you a Gold Capsule for free this time so you can summon a higher-grade Guardian!	"상위 등급의 가디언을 소환하실 수 있게
이번에는 골드 캡슐을 무료로 드리겠습니다!"	上位等級のガーディアンを召喚できるよう、今回はゴールドカプセルを無料で差し上げます！	為了讓您能召喚更高等級的守護者，這次我免費送您黃金膠囊！	เพื่อให้คุณสามารถเรียกการ์เดียนระดับสูงได้ คราวนี้ฉันจะให้แคปซูลทองฟรีค่ะ！						
14016		5	FALSE	Summon the Guardian by pressing the button!	버튼을 눌러 가디언을 소환해보세요!	ボタンを押してガーディアンを召喚してみてください！	按下按鈕召喚守護者！	กดปุ่มเพื่อเรียกการ์เดียน!						
14017		6	FALSE	"A new Guardian has joined the team. Let's set your deck to get ready for the next battles.
(Please touch the screen.)"	"새로운 가디언이 팀에 합류했어요. 다음 전투를 준비하기 위해 덱을 설정해볼까요?
(화면을 터치해주세요.)"	"新しいガーディアンがチームに加わりました。次の戦闘に備えてデッキを設定しましょう。
(画面をタッチしてください。)"	"新的守護者加入了隊伍。讓我們設定牌組來準備下一場戰鬥吧。
(請觸碰畫面。)"	"การ์เดียนใหม่เข้าร่วมทีมแล้ว มาตั้งค่าเด็คเพื่อเตรียมพร้อมสำหรับการต่อสูครั้งต่อไปกันเถอะ 
(กรุณาแตะหน้าจอ)"						
14018		7	FALSE	Press the equip button to deploy your Guardian!	장착 버튼을 눌러 가디언을 배치해보세요!	装着ボタンを押してガーディアンを配置してみてください!	按下裝備按鈕來部署守護者!	กดปุ่มติดตั้งเพื่อวางการ์เดียนของคุณ!						
